id,iess_code,job_worker,ocupational_structure,detail_job,wage
ec_1406455000049,1406455000049,MECÁNICO DE EQUIPO PESADO CAMINERO,C1,EN CONSTRUCCIÓN,533.05
ec_1406455000050,1406455000050,OPERADOR DE MOTO NIVELADORA,C1,,533.05
ec_1406455000051,1406455000051,OPERADOR DE MOTOTRAILLA,C1,,533.05
ec_1406455000052,1406455000052,OPERADOR DE PALA DE CASTILLO,C1,,533.05
ec_1406455000053,1406455000053,OPERADOR DE PLANTA DE EMULSIÓN ASFÁLTICA,C1,,533.05
ec_1406455000054,1406455000054,OPERADOR DE RECICLADORA DE PAVIMENTO ASFÁLTICO / ROTOMIL,C1,,533.05
ec_1406455000055,1406455000055,OPERADOR DE RETROEXCAVADORA,C1,,533.05
ec_1406455000057,1406455000057,OPERADOR DE SQUIDER,C1,,533.05
ec_1406455000060,1406455000060,OPERADOR DE TRACTOR DE CARRILES O RUEDAS (BULLDOZER TOPADOR ROTURADOR MALACATE TRAÍLLA),C1,,533.05
ec_1406455000061,1406455000061,OPERADOR DE TRACTOR TIENDE TUBOS (SIDE BONE),C1,,533.05
ec_1406455000062,1406455000062,OPERADOR DE MÁQUINA PARA SELLOS ASFÁLTICOS,C1,,533.05
ec_1410000000008,1410000000008,MAESTRO ELÉCTRICO / LINIERO/SUBESTACIONES,C1,,533.05
ec_1406452000024,1406452000024,MAESTRO SOLDADOR ESPECIALIZADO,C1,EN CONSTRUCCIÓN ,533.05
ec_1410000000006,1410000000006,OPERADOR DE CAMIÓN ARTICULADO CON VOLTEO ,C1,EN CONSTRUCCIÓN,533.05
ec_1410000000007,1410000000007,OPERADOR DE CAMIÓN MEZCLADOR PARA MICROPAVIMENTOS,C1,,533.05
ec_1410000000005,1410000000005,OPERADOR DE CAMIÓN CISTERNA PARA  CEMENTO Y ASFALTO,C1,ADICIONAL AL TRASLADO DEBE CONECTAR LOS EQUIPOS PARA EMBARQUE Y DESEMBARQUE MONITOREAR EQUIPO DE PRESIÓN,533.05
ec_1410000000003,1410000000003,OPERADOR DE PERFORADORA DE BRAZOS MÚLTIPLES (JUMBO),C1,,533.05
ec_1410000000004,1410000000004,OPERADOR MÁQUINA TUNELADORA (TOPO),C1,,533.05
ec_1410000000009,1410000000009,OPERADOR DE MÁQUINA EXTENDEDORA DE ADOQUÍN,C1,,533.05
ec_1410000000010,1410000000010,OPERADOR DE MÁQUINA ZANJADORA,C1,,533.05
ec_1410000000011,1410000000011,OPERADOR DE CONCRETERA RODANTE / MIGSER,C1,,533.05
ec_1404269909027,1404269909027,OPERADOR DE BOMBA IMPULSORA DE HORMIGÓN EQUIPOS MÓVILES DE PLANTA MOLINO DE AMIANTO PLANTA DOSIFICADORA DE HORMIGÓN PRODUCTOS TERMINADOS (TANQUES MOLDEADOS POSTES DE ALUMBRADO ELÉCTRICO ACABADOS DE PIEZAS AFINES),C2,,505.94
ec_1406452000009,1406452000009,DIBUJANTE,C2,EN CONSTRUCCIÓN,505.94
ec_1406452000013,1406452000013,OPERADOR DE PERFORADOR,C2,EN CONSTRUCCIÓN,505.94
ec_1406452000014,1406452000014,PERFILERO,C2,EN CONSTRUCCIÓN,505.94
ec_1406455000063,1406455000063,OPERADOR DE ACABADORA DE PAVIMENTO ASFÁLTICO,C2,,505.94
ec_1406455000064,1406455000064,OPERADOR DE ACABADORA DE PAVIMENTO DE HORMIGÓN,C2,,505.94
ec_1406455000065,1406455000065,OPERADOR DE BARREDORA AUTOPROPULSADA,C2,,505.94
ec_1406455000066,1406455000066,OPERADOR DE BOMBA LANZADORA DE CONCRETO,C2,,505.94
ec_1406455000067,1406455000067,OPERADOR DE CALDERO PLANTA ASFÁLTICA,C2,,505.94
ec_1406455000068,1406455000068,CAMIÓN DE CARGA FRONTAL,C2,EN CONSTRUCCIÓN,505.94
ec_1406455000069,1406455000069,OPERADOR COMPRESOR,C2,,505.94
ec_1406455000070,1406455000070,OPERADOR DE DISTRIBUIDOR DE AGREGADOS,C2,,505.94
ec_1406455000071,1406455000071,OPERADOR DE DISTRIBUIDOR DE ASFALTO,C2,,505.94
ec_1406455000072,1406455000072,OPERADOR DE GRADA ELEVADORA / CANASTILLA ELEVADORA,C2,,505.94
ec_1406455000073,1406455000073,OPERADOR PUNZÓN NEUMÁTICO,C2,,505.94
ec_1406455000076,1406455000076,OPERADOR DE TRACK DRILL,C2,,505.94
ec_1406455000077,1406455000077,OPERADOR RESPONSABLE DE PLANTA ASFÁLTICA,C2,,505.94
ec_1406455000078,1406455000078,OPERADOR RESPONSABLE DE PLANTA HORMIGONERA,C2,,505.94
ec_1406455000079,1406455000079,OPERADOR RESPONSABLE DE PLANTA TRITURADORA,C2,,505.94
ec_1406455000080,1406455000080,OPERADOR DE RODILLO AUTOPROPULSADO,C2,,505.94
ec_1406455000081,1406455000081,OPERADOR DE TRACTOR DE RUEDAS (BARREDORA CEGADORA RODILLO REMOLCADO FRANJEADORA),C2,,505.94
ec_1420000000012,1420000000012,OPERADOR DE CAMIÓN DE VOLTEO CON O SIN ARTICULACIÓN/DUMPER,C2,EN CONSTRUCCIÓN,505.94
ec_1420000000011,1420000000011,OPERADOR MINIEXCAVADORA/MINICARGADORA CON SUS ADITAMENTOS,C2,,505.94
ec_1420000000010,1420000000010,OPERADOR TERMOFORMADO,C2,,505.94
ec_1420000000013,1420000000013,TÉCNICO EN CARPINTERÍA,C2,,505.94
ec_1420000000014,1420000000014,TÉCNICO EN MANTENIMIENTO DE VIVIENDAS Y EDIFICIOS,C2,,505.94
ec_1420000000015,1420000000015,TÉCNICO EN ALBAÑILERÍA,C2,,505.94
ec_1420000000016,1420000000016,TÉCNICO EN OBRAS CIVILES,C2,,505.94
ec_1420000000017,1420000000017,MAESTRO DE OBRA ,C2,,505.94
ec_1430000000013,1430000000013,MECÁNICO DE EQUIPO LIVIANO,C3,,485.63
ec_1430000000015,1430000000015,OPERADOR MÁQUINA ESTACIONARIA CLASIFICADORA DE MATERIAL,C3,,485.63
ec_1430000000016,1430000000016,SOLDADOR EN CONSTRUCCIÓN,C3,,485.63
ec_1430000000017,1430000000017,AYUDANTE DE MAQUINARIA ,D2,,485.63
ec_1404269909030,1404269909030,PREPARADOR DE MEZCLA DE MATERIAS PRIMAS,D2,,478.11
ec_1404269909032,1404269909032,TUBERO,D2,EN CONSTRUCCIÓN,478.11
ec_1406452000019,1406452000019,ALBAÑIL OPERADOR DE EQUIPO LIVIANO PINTOR FIERRERO CARPINTERO ENCOFRADOR O CARPINTERO DE RIBERA ELECTRICISTA O INSTALADOR DE REVESTIMIENTO EN GENERAL AYUDANTE DE PERFORADOR CADENERO ENLUCIDOR HOJALATERO TÉCNICO LINIERO ELÉCTRICO TÉCNICO EN MONTAJE DE SUBESTACIONES TÉCNICO ELECTROMECÁNICO DE CONSTRUCCIÓN,D2,,478.11
ec_1406455000085,1406455000085,ENGRASADOR O ABASTECEDOR RESPONSABLE EN CONSTRUCCIÓN,D2,EN CONSTRUCCIÓN,478.11
ec_1406455000086,1406455000086,OBRERO ESPECIALIZADO EN ELABORACIÓN DE PREFABRICADOS DE HORMIGÓN,D2,,478.11
ec_1406455000087,1406455000087,PARQUETEROS Y COLOCADORES DE PISOS,D2,,478.11
ec_1406455000088,1406455000088,PINTOR DE EXTERIORES,D2,,478.11
ec_1406455000089,1406455000089,PINTOR EMPAPELADOR,D2,,478.11
ec_1406455000090,1406455000090,MAMPOSTERO,D2,,478.11
ec_1406455000091,1406455000091,PLOMERO,D2,,478.11
ec_1404269909033,1404269909033,RESANADOR EN GENERAL,E2,EN CONSTRUCCIÓN,471.96
ec_1404269909034,1404269909034,TINERO DE PASTA DE AMIANTO,E2,,471.96
ec_1406452000023,1406452000023,PEÓN,E2,,471.96
ec_1406452000025,1406452000025,AYUDANTE DE ALBAÑIL ,E2,,471.96
ec_1406452000026,1406452000026,AYUDANTE DE CARPINTERO ,E2,,471.96
ec_1406452000027,1406452000027,AYUDANTE DE ELECTRICISTA,E2,,471.96
ec_1406452000028,1406452000028,AYUDANTE DE FIERRERO ,E2,,471.96
ec_1406452000029,1406452000029,AYUDANTE DE PLOMERO,E2,,471.96
ec_1609630401019,1609630401019,GUÍA NACIONAL ESPECIALIZADO EN PATRIMONIO TURÍSTICO,C2,AGENCIAS DE SERVICIOS TURÍSTICOS,465.66
ec_1609630401002,1609630401002,GUÍA NACIONAL ESPECIALIZADO EN AVENTURA,C2,AGENCIAS DE SERVICIOS TURÍSTICOS,465.66
ec_1609630401004,1609630401004,GUÍA NACIONAL,C2,AGENCIAS DE SERVICIOS TURÍSTICOS,465.66
ec_1609630401005,1609630401005,JEFE DE TRÁFICO Y / O MOSTRADOR,C2,AGENCIAS DE SERVICIOS TURÍSTICOS,465.66
ec_1609630401006,1609630401006,JEFE DE DEPARTAMENTO RECEPTIVO,C2,AGENCIAS DE SERVICIOS TURÍSTICOS,465.66
ec_1609630401007,1609630401007,JEFE DE TRAMITACIÓN DE DOCUMENTOS,C2,AGENCIAS DE SERVICIOS TURÍSTICOS,465.66
ec_1609630401016,1609630401016,GUÍA LOCAL,C2,AGENCIAS DE SERVICIOS TURÍSTICOS,465.66
ec_1609630401017,1609630401017,OPERADOR DE AGENCIAS DE VIAJES ,C2,AGENCIAS DE SERVICIOS TURÍSTICOS,465.66
ec_1609630401009,1609630401009,REPRESENTANTE DE VENTAS,D2,AGENCIAS DE SERVICIOS TURÍSTICOS,463.87
ec_1609630401010,1609630401010,ASISTENTE DE TRÁFICO INTERNACIONAL,D2,AGENCIAS DE SERVICIOS TURÍSTICOS,463.87
ec_1609630401011,1609630401011,ASISTENTE DE TRÁFICO RECEPTIVO,D2,AGENCIAS DE SERVICIOS TURÍSTICOS,463.87
ec_1609630401012,1609630401012,ASISTENTE DE TRÁFICO NACIONAL,D2,AGENCIAS DE SERVICIOS TURÍSTICOS,463.87
ec_1609630401014,1609630401014,RECEPCIONISTA CERTIFICADA,D2,AGENCIAS DE SERVICIOS TURÍSTICOS,463.87
ec_1609630401013,1609630401013,CAJERO CERTIFICADO,D2,AGENCIAS DE SERVICIOS TURÍSTICOS,463.87
ec_1609630401018,1609630401018,ASISTENTE DE AGENCIAS DE VIAJES,D2,AGENCIAS DE SERVICIOS TURÍSTICOS,463.87
ec_1609630401015,1609630401015,AUXILIAR Y / O AYUDANTE DE TRAMITACIÓN DE DOCUMENTOS,E1,AGENCIAS DE SERVICIOS TURÍSTICOS,462.67
ec_2215921401062,2215921401062,ORQUESTAS CON UN SECTORIAL DE 10 PERSONAS,B1,VALOR POR PRESENTACIÓN,848.61
ec_2215921401061,2215921401061,AGRUPACIÓN DE DANZAS CON UN SECTORIAL DE 10 PERSONAS,B2,VALOR POR PRESENTACIÓN,836.43
ec_2215921401063,2215921401063,TRÍOS,C1,VALOR POR PRESENTACIÓN,378.94
ec_2215921401064,2215921401064,SOLISTAS CANTANTE MÚSICO INSTRUMENTISTA MIMO ACTOR EN GENERAL CUALESQUIERA SEAN SUS GÉNEROS,C1,VALOR POR PRESENTACIÓN,378.94
ec_2215921401065,2215921401065,CONJUNTOS MUSICALES,C1,VALOR POR PRESENTACIÓN,378.94
ec_2215921401066,2215921401066,DÚOS,C1,VALOR POR PRESENTACIÓN,378.94
ec_2215921401067,2215921401067,BAILARINES FONOMÍMICOS ANIMADORES DECLAMADORES PAYASOS ZANQUEROS CUALESQUIERA SEAN SUS GÉNEROS,C2,VALOR POR PRESENTACIÓN,134.57
ec_2215921300004,2215921300004,1RA. CATEGORÍA,C3,ANIMADORES / MAESTROS DE CEREMONIA DENTRO DEL ESTUDIO AM / FM,479.62
ec_2215921300005,2215921300005,2DA. CATEGORÍA,C3,ANIMADORES / MAESTROS DE CEREMONIA DENTRO DEL ESTUDIO AM / FM,479.62
ec_2215921300006,2215921300006,3RA. CATEGORÍA,C3,ANIMADORES / MAESTROS DE CEREMONIA DENTRO DEL ESTUDIO AM / FM,479.62
ec_2215921300010,2215921300010,1RA. CATEGORÍA,C3,ANIMADORES / MAESTROS DE CEREMONIA FUERA DEL ESTUDIO AM / FM,479.62
ec_2215921300011,2215921300011,2DA. CATEGORÍA,C3,ANIMADORES / MAESTROS DE CEREMONIA FUERA DEL ESTUDIO AM / FM,479.62
ec_2215921300012,2215921300012,3RA. CATEGORÍA,C3,ANIMADORES / MAESTROS DE CEREMONIA FUERA DEL ESTUDIO AM / FM,479.62
ec_2215921300016,2215921300016,1RA. CATEGORÍA,C3,COMENTARISTA DEPORTIVO EN PROGRAMAS ORDINARIOS FUERA DEL ESTUDIO AM / FM,479.62
ec_2215921300017,2215921300017,2DA. CATEGORÍA,C3,COMENTARISTA DEPORTIVO EN PROGRAMAS ORDINARIOS FUERA DEL ESTUDIO AM / FM,479.62
ec_2215921300018,2215921300018,3RA. CATEGORÍA,C3,COMENTARISTA DEPORTIVO EN PROGRAMAS ORDINARIOS FUERA DEL ESTUDIO AM / FM,479.62
ec_2215921300022,2215921300022,1RA. CATEGORÍA,C3,CONTROL SONIDO AM / FM,479.62
ec_2215921300023,2215921300023,2DA. CATEGORÍA,C3,CONTROL SONIDO AM / FM,479.62
ec_2215921300024,2215921300024,3RA. CATEGORÍA,C3,CONTROL SONIDO AM / FM,479.62
ec_2215921300028,2215921300028,1RA. CATEGORÍA,C2,INFORMADORES RADIALES AM / FM,481.09
ec_2215921300029,2215921300029,2DA. CATEGORÍA,C2,INFORMADORES RADIALES AM / FM,481.09
ec_2215921300030,2215921300030,3RA. CATEGORÍA,C2,INFORMADORES RADIALES AM / FM,481.09
ec_2215921300031,2215921300031,1RA. CATEGORÍA,C2,LOCUTORES COMERCIALES EN PROGRAMAS ORDINARIOS DENTRO / FUERA DEL ESTUDIO AM / FM,481.09
ec_2215921300032,2215921300032,2DA. CATEGORÍA,C2,LOCUTORES COMERCIALES EN PROGRAMAS ORDINARIOS DENTRO / FUERA DEL ESTUDIO AM / FM,481.09
ec_2215921300033,2215921300033,3RA. CATEGORÍA,C2,LOCUTORES COMERCIALES EN PROGRAMAS ORDINARIOS DENTRO / FUERA DEL ESTUDIO AM / FM,481.09
ec_2215921300037,2215921300037,1RA. CATEGORÍA,C2,LOCUTORES COMERCIALES EN PROGRAMAS ORDINARIOS DENTRO / FUERA DEL ESTUDIO,481.09
ec_2215921300038,2215921300038,2DA. CATEGORÍA,C2,LOCUTORES COMERCIALES EN PROGRAMAS ORDINARIOS DENTRO / FUERA DEL ESTUDIO,481.09
ec_2215921300039,2215921300039,3RA. CATEGORÍA,C2,LOCUTORES COMERCIALES EN PROGRAMAS ORDINARIOS DENTRO / FUERA DEL ESTUDIO,481.09
ec_2215921300046,2215921300046,1RA. CATEGORÍA,C2,LOCUTORES CONTROLES AM / FM,481.09
ec_2215921300047,2215921300047,2DA. CATEGORÍA,C2,LOCUTORES CONTROLES AM / FM,481.09
ec_2215921300048,2215921300048,3RA. CATEGORÍA,C2,LOCUTORES CONTROLES AM / FM,481.09
ec_2215921300052,2215921300052,1RA. CATEGORÍA,C2,LOCUTORES INFORMATIVOS AM / FM,481.09
ec_2215921300053,2215921300053,2DA. CATEGORÍA,C2,LOCUTORES INFORMATIVOS AM / FM,481.09
ec_2215921300054,2215921300054,3RA. CATEGORÍA,C2,LOCUTORES INFORMATIVOS AM / FM,481.09
ec_2215921300058,2215921300058,1RA. CATEGORÍA,C2,NARRADORES DEPORTIVOS (POR REUNIÓN) AM / FM,481.09
ec_2215921300059,2215921300059,2DA. CATEGORÍA,C2,NARRADORES DEPORTIVOS (POR REUNIÓN) AM / FM,481.09
ec_2215921300060,2215921300060,3RA. CATEGORÍA,C2,NARRADORES DEPORTIVOS (POR REUNIÓN) AM / FM,481.09
ec_2215921309019,2215921309019,PRODUCTOR / REALIZADOR,B1,DE RADIO Y TELEVISIÓN,651.88
ec_2215921309085,2215921309085,PROGRAMADOR DE CONTENIDOS,B1,DE RADIO Y TELEVISIÓN,651.88
ec_2215921309020,2215921309020,EDITOR,B2,CATEGORÍA PRODUCCIÓN VARIOS,647.95
ec_2215921309022,2215921309022,JEFE DE ASIGNACIÓN / COORDINADOR,B2,CATEGORÍA PRODUCCIÓN NOTICIERO,647.95
ec_2215921309023,2215921309023,JEFE DE CONTINUIDAD,B2,CATEGORÍA UNIDAD MÓVIL AIRE ,647.95
ec_2215921309024,2215921309024,JEFE DE OPERACIONES,B2,CATEGORÍA UNIDAD MÓVIL CONTROL,647.95
ec_2215921309025,2215921309025,JEFE DE PISO,B2,CATEGORÍA UNIDAD MÓVIL ESTUDIO ,647.95
ec_2215921309026,2215921309026,JEFE FILMOTECARIO,B2,CATEGORÍA PROGRAMACIÓN,647.95
ec_2215921309027,2215921309027,JEFE TÉCNICO,B2,CATEGORÍA UNIDAD MÓVIL DPTO. TÉCNICO ,647.95
ec_2215921309041,2215921309041,COORDINADOR DE PRODUCCIÓN,B3,CATEGORÍA UNIDAD MÓVIL ESTUDIO ,644.04
ec_2215921309002,2215921309002,COMENTARISTA INFORMATIVO Y DEPORTIVO PRIMERA CATEGORÍA,C1,,618.99
ec_2215921309038,2215921309038,CAMARÓGRAFO / FOTÓGRAFO,C1,DE RADIO Y TELEVISIÓN,618.99
ec_2215921309043,2215921309043,INVESTIGADOR DE COMUNICACIÓN SOCIAL,C1,CATEGORÍA PRODUCCIÓN NOTICIERO. INCLUYE DOCUMENTARISTA,618.99
ec_2215921309087,2215921309087,PRESENTADOR / LOCUTOR,C1,DE RADIO Y TELEVISIÓN,618.99
ec_2215921309010,2215921309010,COMENTARISTA INFORMATIVO Y DEPORTIVO SEGUNDA CATEGORÍA,C1,,618.99
ec_2215921309014,2215921309014,PRODUCTOR ,C2,COMENTARISTA INFORMATIVO EN PROGRAMAS ORDINARIOS DENTRO DEL ESTUDIO AM / FM,481.09
ec_2215921309030,2215921309030,ASISTENTE DE  PRODUCCIÓN,C2,CATEGORÍA PRODUCCIÓN DRAMÁTICA ,481.09
ec_2215921309032,2215921309032,ASISTENTE DE DIRECCIÓN,C2,CATEGORÍA PRODUCCIÓN DRAMÁTICA ,481.09
ec_2215921309034,2215921309034,ASISTENTE DE OPERACIÓN,C2,CATEGORÍA UNIDAD MÓVIL CONTROL ,481.09
ec_2215921309040,2215921309040,CONDUCTOR / ANIMADOR,C2,CATEGORÍA PRODUCCIÓN VARIOS ,481.09
ec_2215921309086,2215921309086,TRABAJADOR DE PISO DE TELEVISIÓN,C2,INCLUYE OPERADOR CONTROL MASTER- OPERADOR DE AUDIO- OPERADOR DE PARÁBOLA- OPERADOR DE VIDEO- ESTILISTA DE ESTACIONES DE RADIO Y TELEVISIÓN- SONIDISTA- SWITCHER- TÉCNICO EN ESTACIONES DE RADIO Y TELEVISIÓN- ESCENÓGRAFO- MAQUILLADOR DE ESTACIONES DE RADIO Y TELEVISIÓN- ASISTENTE DE CÁMARAS- OPERADOR DE PRONTER- OPERADOR DE SATÉLITE- OPERADOR DE VIDEO- DISEÑADOR GRÁFICO- GENERADOR DE CARACTERES- TRAMOYISTA-  VESTUARISTA-,481.09
ec_2220000001001,2220000001001,COMENTARISTA,C2,,481.09
ec_2230000001002,2230000001002,BOCETISTA,C3,,479.62
ec_2215921309057,2215921309057,ASISTENTE DE PROGRAMACIÓN EN ESTACIONES DE RADIO Y TELEVISIÓN,D1,CATEGORÍA PROGRAMACIÓN ,478.15
ec_2215921309058,2215921309058,ASISTENTE TÉCNICO EN ESTACIONES DE RADIO Y TELEVISIÓN,D1,CATEGORÍA UNIDAD MÓVIL DPTO. TÉCNICO ,478.15
ec_2215921309067,2215921309067,DIBUJANTE EN ESTACIONES DE RADIO Y TELEVISIÓN,D2,CATEGORÍA PRODUCCIÓN VARIOS ,476.68
ec_2215921309016,2215921309016,CUIDADORES DE EQUIPO TRANSMISORES,E2,OCUPACIONES AM / FM,474.94
ec_2215921309074,2215921309074,ASISTENTE DE ESTUDIO,E2,CATEGORÍA UNIDAD MÓVIL ESTUDIO ,474.94
ec_2215921309075,2215921309075,ASISTENTE DE FILMOTECA,E2,CATEGORÍA PROGRAMACIÓN,474.94
ec_2215921309076,2215921309076,ASISTENTE DE ILUMINACIÓN,E2,CATEGORÍA UNIDAD MÓVIL ESTUDIO ,474.94
ec_2215921309077,2215921309077,CRONOMETRISTA DE ESTACIONES DE RADIO Y TELEVISIÓN,E2,CATEGORÍA PROGRAMACIÓN,474.94
ec_2114851100001,2114851100001,MÉDICO ESPECIALISTA QUE LABORA EN INSTITUCIONES DE SALUD,A1,REALIZÓ ESTUDIOS DE POSTGRADO,503.01
ec_2114851100051,2114851100051,ODONTÓLOGO ESPECIALISTA,A1,,503.01
ec_2110000000004,2110000000004,MÉDICO GENERAL QUE LABORA EN INSTITUCIONES DE SALUD,A1,INCLUYE MÉDICO RESIDENTE Y MÉDICO OCUPACIONAL,503.01
ec_2114851100054,2114851100054,DIRECTOR MÉDICO,A1,,503.01
ec_2110000000001,2110000000001,ODONTÓLOGO,B1,,499.65
ec_2110000000002,2110000000002,PSICÓLOGO CLÍNICO,B1,,499.65
ec_2110000000003,2110000000003,VETERINARIO,B1,,499.65
ec_2110000000005,2110000000005,QUÍMICO FARMACÉUTICO,B1,INCLUYE BIOQUÍMICO FARMACÉUTICO BIOQUÍMICO CLÍNICO,499.65
ec_2110000000006,2110000000006,OBSTETRA,B1,,499.65
ec_2114851100004,2114851100004,INSTRUMENTISTA DEL SECTOR SALUD,B2,ENFOCADO EN EL ÁREA DE CIRUGÍA,497.76
ec_2114851100012,2114851100012,ENFERMERA PROFESIONAL,B2,,497.76
ec_2114851100055,2114851100055,PARAMÉDICO PROFESIONAL,B2, ESTUDIOS DE LICENCIATURA,497.76
ec_2114851100013,2114851100013,NUTRICIONISTA / DIETISTA DEL SECTOR SALUD,C2,,492.02
ec_2114851100015,2114851100015,TÉCNICO DE EQUIPOS MÉDICOS,C2,,492.02
ec_2120000000006,2120000000006,FISIOTERAPISTA / TERAPISTA,C2,,492.02
ec_2120000000007,2120000000007,OPTOMETRISTA,C2,,492.02
ec_2120000000008,2120000000008,PARAMÉDICO,C2,INCLUYE TECNOLOGÍA,492.02
ec_2114851100053,2114851100053,TÉCNICO SUPERIOR DE FARMACIAS,C2,REALIZÓ DOS AÑOS DE ESTUDIO,492.02
ec_2114851100052,2114851100052,TÉCNICO EN ENFERMERÍA,C2,REALIZÓ DOS AÑOS DE ESTUDIO,492.02
ec_2114851100029,2114851100029,ASISTENTE / AUXILIAR / AYUDANTE TÉCNICO DE MANTENIMIENTO EN EL SECTOR SALUD,D2,,486.28
ec_2144851100030,2144851100030,AUXILIAR DE ENFERMERÍA,D2,INCLUYE A QUIEN POSEE CERTIFICADO AVALADO POR UNA DE LAS ESCUELAS NACIONALES DE ENFERMERÍA DEL PAÍS,486.28
ec_2114851100032,2114851100032,AUXILIAR DE FARMACIA INTRAHOSPITALARIA,D2,,486.28
ec_2114851100033,2114851100033,AUXILIAR DE IMAGENOLOGÍA,D2,,486.28
ec_2114851100034,2114851100034,AUXILIAR DE LABORATORIO CLÍNICO,D2,,486.28
ec_2114851100035,2114851100035,AUXILIAR DE MICROBIOLOGÍA,D2,,486.28
ec_2114851100036,2114851100036,AUXILIAR DE NUTRICIÓN,D2,,486.28
ec_2114851100037,2114851100037,AUXILIAR DE ODONTOLOGÍA,D2,,486.28
ec_2114851100038,2114851100038,AUXILIAR DE ÓRTESIS PRÓTESIS REHABILITACIÓN FÍSICA,D2,,486.28
ec_2114851100050,2114851100050,CAMILLERO / TRANSPORTADOR DE PACIENTES,E2,,484.39
ec_1608552002389,1608552002389,ADMINISTRADOR CERTIFICADO (Establecimientos categoría Lujo),A1,,468.65
ec_1608552002390,1608552002390,ADMINISTRADOR CERTIFICADO (Establecimientos categoría Primera),A1,,468.19
ec_1608552002391,1608552002391,ADMINISTRADOR CERTIFICADO (Establecimientos categoría Segunda),A1,,467.73
ec_1608552002392,1608552002392,ADMINISTRADOR CERTIFICADO (Establecimientos categoría Tercera y Cuarta),A1,,467.27
ec_1608552002393,1608552002393,SUBADMINISTRADOR (Establecimientos categoría Lujo),B1,,468.19
ec_1608552002394,1608552002394,SUBADMINISTRADOR (Establecimientos categoría Primera),B1,,467.73
ec_1608552002395,1608552002395,SUBADMINISTRADOR (Establecimientos categoría Segunda),B1,,467.27
ec_1608552002396,1608552002396,SUBADMINISTRADOR (Establecimientos categoría Tercera y Cuarta),B1,,466.81
ec_1608551004017,1608551004017,AMA DE LLAVES (Establecimientos categoría Lujo),B1,HOTELEROS Y NO HOTELEROS,468.19
ec_1608551004018,1608551004018,AMA DE LLAVES (Establecimientos categoría Primera),B1,HOTELEROS Y NO HOTELEROS,467.73
ec_1608551004019,1608551004019,AMA DE LLAVES (Establecimientos categoría Segunda),B1,HOTELEROS Y NO HOTELEROS,467.27
ec_1608551004020,1608551004020,AMA DE LLAVES (Establecimientos categoría Tercera y Cuarta),B1,HOTELEROS Y NO HOTELEROS,466.81
ec_1608551004021,1608551004021,SOUS CHEF DE COCINA (Establecimientos categoría Lujo),B2,HOTELEROS Y NO HOTELEROS,467.73
ec_1608551004022,1608551004022,SOUS CHEF DE COCINA (Establecimientos categoría Primera),B2,HOTELEROS Y NO HOTELEROS,467.27
ec_1608551004023,1608551004023,SOUS CHEF DE COCINA (Establecimientos categoría Segunda),B2,HOTELEROS Y NO HOTELEROS,466.81
ec_1608551004024,1608551004024,SOUS CHEF DE COCINA (Establecimientos categoría Tercera y Cuarta),B2,HOTELEROS Y NO HOTELEROS,466.35
ec_1608551004025,1608551004025,INSPECTOR DE MESA (Establecimientos categoría Lujo),B3,HOTELEROS Y NO HOTELEROS,467.27
ec_1608551004027,1608551004027,INSPECTOR DE MESA (Establecimientos categoría Primera),B3,HOTELEROS Y NO HOTELEROS,466.81
ec_1608551004029,1608551004029,INSPECTOR DE MESA (Establecimientos categoría Segunda),B3,HOTELEROS Y NO HOTELEROS,466.35
ec_1608551004031,1608551004031,INSPECTOR DE MESA (Establecimientos categoría Tercera y Cuarta),B3,HOTELEROS Y NO HOTELEROS,465.94
ec_1608551004026,1608551004026,INSPECTOR DE PISO (Establecimientos categoría Lujo),B3,HOTELEROS Y NO HOTELEROS,467.27
ec_1608551004028,1608551004028,INSPECTOR DE PISO (Establecimientos categoría Primera),B3,HOTELEROS Y NO HOTELEROS,466.81
ec_1608551004030,1608551004030,INSPECTOR DE PISO (Establecimientos categoría Segunda),B3,HOTELEROS Y NO HOTELEROS,466.35
ec_1608551004032,1608551004032,INSPECTOR DE PISO (Establecimientos categoría Tercera y Cuarta),B3,HOTELEROS Y NO HOTELEROS,465.94
ec_1608551004033,1608551004033,CHEF DE PARTIDA EN COCINA (Establecimientos categoría Lujo),C1,HOTELEROS Y NO HOTELEROS,466.81
ec_1608551004036,1608551004036,CHEF DE PARTIDA EN COCINA (Establecimientos categoría Primera),C1,HOTELEROS Y NO HOTELEROS,466.35
ec_1608551004038,1608551004038,CHEF DE PARTIDA EN COCINA (Establecimientos categoría Segunda),C1,HOTELEROS Y NO HOTELEROS,465.89
ec_1608551004042,1608551004042,CHEF DE PARTIDA EN COCINA (Establecimientos categoría Tercera y Cuarta),C1,HOTELEROS Y NO HOTELEROS,465.43
ec_1608551004035,1608551004035,PANADERO / PASTELERO (Establecimientos categoría Lujo),C1,HOTELEROS Y NO HOTELEROS,466.81
ec_1608551004039,1608551004039,PANADERO / PASTELERO (Establecimientos categoría Primera),C1,HOTELEROS Y NO HOTELEROS,466.35
ec_1608551004041,1608551004041,PANADERO / PASTELERO (Establecimientos categoría Segunda),C1,HOTELEROS Y NO HOTELEROS,465.89
ec_1608551004044,1608551004044,PANADERO / PASTELERO (Establecimientos categoría Tercera y Cuarta),C1,HOTELEROS Y NO HOTELEROS,465.43
